#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
LSM3	SNRNP27	9606.ENSP00000302160	9606.ENSP00000244227	0	0	0	0	0.288	0.800	0.540	0.068	0.930
LSM3	LSM8	9606.ENSP00000302160	9606.ENSP00000249299	0	0	0	0	0.500	0.995	0.900	0.992	0.999
LSM3	SNRPA1	9606.ENSP00000302160	9606.ENSP00000254193	0	0	0	0	0.271	0.924	0.900	0.346	0.995
LSM3	LSM6	9606.ENSP00000302160	9606.ENSP00000296581	0	0	0	0	0.374	0.999	0.900	0.996	0.999
LSM3	SNRPD1	9606.ENSP00000302160	9606.ENSP00000300413	0	0	0	0	0.702	0.967	0.900	0.665	0.999
LSM3	SRRM1	9606.ENSP00000302160	9606.ENSP00000326261	0	0	0	0	0.079	0.800	0	0	0.807
LSM3	SNRNP70	9606.ENSP00000302160	9606.ENSP00000472998	0	0	0	0	0.434	0.800	0	0.107	0.890
LSM3	LSM5	9606.ENSP00000302160	9606.ENSP00000410758	0	0	0	0	0.598	0.995	0.900	0.991	0.999
LSM3	SNRPE	9606.ENSP00000302160	9606.ENSP00000400591	0	0	0	0	0.836	0.999	0.900	0.664	0.999
LSM5	SNRNP27	9606.ENSP00000410758	9606.ENSP00000244227	0	0	0	0	0.226	0.826	0.540	0.087	0.936
LSM5	LSM8	9606.ENSP00000410758	9606.ENSP00000249299	0	0	0	0	0.447	0.997	0.900	0.983	0.999
LSM5	SNRPA1	9606.ENSP00000410758	9606.ENSP00000254193	0	0	0	0	0.179	0.896	0.900	0.354	0.993
LSM5	LSM6	9606.ENSP00000410758	9606.ENSP00000296581	0	0	0	0	0.527	0.999	0.900	0.995	0.999
LSM5	SNRPD1	9606.ENSP00000410758	9606.ENSP00000300413	0	0	0	0	0.424	0.896	0.900	0.666	0.997
LSM5	LSM3	9606.ENSP00000410758	9606.ENSP00000302160	0	0	0	0	0.598	0.995	0.900	0.991	0.999
LSM5	SRRM1	9606.ENSP00000410758	9606.ENSP00000326261	0	0	0	0	0.074	0.800	0	0	0.806
LSM5	SNRPE	9606.ENSP00000410758	9606.ENSP00000400591	0	0	0	0	0.586	0.976	0.900	0.738	0.999
LSM5	SNRNP70	9606.ENSP00000410758	9606.ENSP00000472998	0	0	0	0	0.149	0.800	0	0.360	0.881
LSM6	SNRNP27	9606.ENSP00000296581	9606.ENSP00000244227	0	0	0	0	0.183	0.800	0.540	0.137	0.926
LSM6	LSM8	9606.ENSP00000296581	9606.ENSP00000249299	0	0	0	0	0.413	0.997	0.900	0.985	0.999
LSM6	SNRPA1	9606.ENSP00000296581	9606.ENSP00000254193	0	0	0	0	0.161	0.991	0.900	0.380	0.999
LSM6	SNRNP70	9606.ENSP00000296581	9606.ENSP00000472998	0	0	0	0	0.118	0.800	0	0	0.816
LSM6	SRRM1	9606.ENSP00000296581	9606.ENSP00000326261	0	0	0	0	0.072	0.800	0	0.117	0.821
LSM6	LSM5	9606.ENSP00000296581	9606.ENSP00000410758	0	0	0	0	0.527	0.999	0.900	0.995	0.999
LSM6	SNRPD1	9606.ENSP00000296581	9606.ENSP00000300413	0	0	0	0	0.285	0.964	0.900	0.667	0.999
LSM6	LSM3	9606.ENSP00000296581	9606.ENSP00000302160	0	0	0	0	0.374	0.999	0.900	0.996	0.999
LSM6	SNRPE	9606.ENSP00000296581	9606.ENSP00000400591	0	0	0	0	0.484	0.983	0.900	0.755	0.999
LSM8	SNRNP27	9606.ENSP00000249299	9606.ENSP00000244227	0	0	0	0	0.218	0.800	0.540	0.069	0.924
LSM8	SRRM1	9606.ENSP00000249299	9606.ENSP00000326261	0	0	0	0	0.072	0.800	0	0	0.806
LSM8	SNRNP70	9606.ENSP00000249299	9606.ENSP00000472998	0	0	0	0	0.339	0.800	0	0.237	0.890
LSM8	SNRPA1	9606.ENSP00000249299	9606.ENSP00000254193	0	0	0	0	0.174	0.962	0.900	0.427	0.997
LSM8	SNRPD1	9606.ENSP00000249299	9606.ENSP00000300413	0	0	0	0	0.374	0.976	0.900	0.712	0.999
LSM8	LSM6	9606.ENSP00000249299	9606.ENSP00000296581	0	0	0	0	0.413	0.997	0.900	0.985	0.999
LSM8	LSM5	9606.ENSP00000249299	9606.ENSP00000410758	0	0	0	0	0.447	0.997	0.900	0.983	0.999
LSM8	SNRPE	9606.ENSP00000249299	9606.ENSP00000400591	0	0	0	0	0.518	0.937	0.900	0.713	0.999
LSM8	LSM3	9606.ENSP00000249299	9606.ENSP00000302160	0	0	0	0	0.500	0.995	0.900	0.992	0.999
MAFB	BACH1	9606.ENSP00000362410	9606.ENSP00000382805	0	0	0	0	0.063	0.741	0	0.114	0.766
MAGOH	PNN	9606.ENSP00000360525	9606.ENSP00000216832	0	0	0	0	0.085	0.770	0.500	0.750	0.970
MAGOH	SNRPA1	9606.ENSP00000360525	9606.ENSP00000254193	0	0	0	0	0.196	0.800	0	0.249	0.868
MAGOH	SNRPD1	9606.ENSP00000360525	9606.ENSP00000300413	0	0	0	0	0.513	0.820	0	0.107	0.915
MAGOH	SRRM1	9606.ENSP00000360525	9606.ENSP00000326261	0	0	0	0	0.062	0.591	0.500	0.813	0.959
MAGOH	CDC40	9606.ENSP00000360525	9606.ENSP00000357928	0	0	0	0	0.100	0.914	0.500	0.167	0.963
MAGOH	SRSF10	9606.ENSP00000360525	9606.ENSP00000420195	0	0	0	0	0.213	0.595	0	0.265	0.745
MAGOH	SNRNP70	9606.ENSP00000360525	9606.ENSP00000472998	0	0	0	0	0.348	0.591	0	0.206	0.770
MAGOH	BCLAF1	9606.ENSP00000360525	9606.ENSP00000435210	0	0	0	0	0.180	0.591	0.360	0.147	0.792
MAGOH	PPIE	9606.ENSP00000360525	9606.ENSP00000361918	0	0	0	0	0.166	0.914	0	0.083	0.929
MAGOH	SNRPE	9606.ENSP00000360525	9606.ENSP00000400591	0	0	0	0	0.755	0.802	0	0.188	0.957
MAGOH	RBM8A	9606.ENSP00000360525	9606.ENSP00000463058	0	0	0	0	0.260	0.999	0.900	0.998	0.999
MAP3K7	DR1	9606.ENSP00000358335	9606.ENSP00000359295	0	0	0	0	0.102	0.292	0.720	0.320	0.862
MARCHF3	STX6	9606.ENSP00000309141	9606.ENSP00000258301	0	0	0	0	0	0.100	0	0.906	0.912
MCM6	MSH6	9606.ENSP00000264156	9606.ENSP00000234420	0	0	0	0	0.722	0	0	0.316	0.802
MCM6	RPA1	9606.ENSP00000264156	9606.ENSP00000254719	0	0	0	0	0.503	0.639	0.500	0.474	0.946
MCM6	TOPBP1	9606.ENSP00000264156	9606.ENSP00000260810	0	0	0	0	0.257	0	0	0.642	0.722
MCM6	GINS1	9606.ENSP00000264156	9606.ENSP00000262460	0	0	0	0	0.429	0.988	0.540	0.592	0.998
MCM6	DUT	9606.ENSP00000264156	9606.ENSP00000370376	0	0	0	0	0.652	0	0	0.326	0.756
MED16	TBP	9606.ENSP00000325612	9606.ENSP00000230354	0	0	0	0	0	0.812	0	0.278	0.858
MED16	GTF2E1	9606.ENSP00000325612	9606.ENSP00000283875	0	0	0	0	0.097	0.812	0	0.069	0.828
MED16	TAF11	9606.ENSP00000325612	9606.ENSP00000354633	0	0	0	0	0	0.800	0	0	0.800
MED16	GTF2A2	9606.ENSP00000325612	9606.ENSP00000379372	0	0	0	0	0.052	0.812	0	0	0.814
MORF4L1	MRFAP1L1	9606.ENSP00000331310	9606.ENSP00000318154	0	0	0	0	0.139	0.868	0	0.187	0.899
MPHOSPH6	EXOSC8	9606.ENSP00000258169	9606.ENSP00000374354	0	0	0	0	0.224	0.979	0.900	0.723	0.999
MRFAP1L1	MORF4L1	9606.ENSP00000318154	9606.ENSP00000331310	0	0	0	0	0.139	0.868	0	0.187	0.899
MRPL13	RSL24D1	9606.ENSP00000306548	9606.ENSP00000260443	0	0	0	0	0.366	0.764	0	0.178	0.866
MRPL13	RPL26L1	9606.ENSP00000306548	9606.ENSP00000428223	0.091	0	0	0	0.706	0.506	0	0.204	0.881
MRPL13	MRPS22	9606.ENSP00000306548	9606.ENSP00000418008	0	0	0	0	0.352	0.841	0	0.400	0.933
MRPL13	RPL30	9606.ENSP00000306548	9606.ENSP00000428085	0.058	0	0	0	0.701	0.783	0	0.329	0.953
MRPL13	CUL7	9606.ENSP00000306548	9606.ENSP00000438788	0.091	0	0	0	0.595	0.894	0	0.204	0.964
MRPL13	MTG1	9606.ENSP00000306548	9606.ENSP00000323047	0	0	0	0	0.049	0.979	0	0.072	0.980
MRPL13	MRPL4	9606.ENSP00000306548	9606.ENSP00000306902	0.091	0	0	0	0.758	0.997	0	0.711	0.999
MRPL4	RSL24D1	9606.ENSP00000306902	9606.ENSP00000260443	0	0	0	0	0.129	0.760	0	0.282	0.836
MRPL4	MRPL13	9606.ENSP00000306902	9606.ENSP00000306548	0.091	0	0	0	0.758	0.997	0	0.711	0.999
MRPL4	RPL26L1	9606.ENSP00000306902	9606.ENSP00000428223	0.091	0	0	0	0.603	0.506	0	0.204	0.839
MRPL4	MTG1	9606.ENSP00000306902	9606.ENSP00000323047	0	0	0	0	0.080	0.881	0	0.074	0.890
MRPL4	MRPS22	9606.ENSP00000306902	9606.ENSP00000418008	0	0	0	0	0.310	0.841	0	0.245	0.910
MRPL4	CUL7	9606.ENSP00000306902	9606.ENSP00000438788	0.091	0	0	0	0.600	0.813	0	0.204	0.938
MRPL4	RPL30	9606.ENSP00000306902	9606.ENSP00000428085	0.057	0	0	0	0.701	0.781	0	0.291	0.950
MRPS22	FASTKD3	9606.ENSP00000418008	9606.ENSP00000264669	0	0	0	0	0.182	0.329	0	0.598	0.760
MRPS22	MRPL13	9606.ENSP00000418008	9606.ENSP00000306548	0	0	0	0	0.352	0.841	0	0.400	0.933
MRPS22	MRPL4	9606.ENSP00000418008	9606.ENSP00000306902	0	0	0	0	0.310	0.841	0	0.245	0.910
MSH6	REV1	9606.ENSP00000234420	9606.ENSP00000258428	0.057	0	0	0	0.126	0.095	0	0.667	0.718
MSH6	REV3L	9606.ENSP00000234420	9606.ENSP00000351697	0	0	0	0	0.116	0.144	0	0.730	0.778
MSH6	KRAS	9606.ENSP00000234420	9606.ENSP00000256078	0	0	0	0	0.074	0	0	0.793	0.801
MSH6	MCM6	9606.ENSP00000234420	9606.ENSP00000264156	0	0	0	0	0.722	0	0	0.316	0.802
MSH6	RPA1	9606.ENSP00000234420	9606.ENSP00000254719	0	0	0	0	0.369	0.552	0.500	0.442	0.910
MSH6	RAD23B	9606.ENSP00000234420	9606.ENSP00000350708	0	0	0	0	0.067	0	0.900	0.561	0.955
MTG1	MRPL13	9606.ENSP00000323047	9606.ENSP00000306548	0	0	0	0	0.049	0.979	0	0.072	0.980
MTG1	MRPL4	9606.ENSP00000323047	9606.ENSP00000306902	0	0	0	0	0.080	0.881	0	0.074	0.890
MVD	RUSC2	9606.ENSP00000301012	9606.ENSP00000393922	0.070	0	0	0	0.320	0.071	0.429	0.279	0.714
MVD	SREBF2	9606.ENSP00000301012	9606.ENSP00000354476	0	0	0	0	0.244	0	0.750	0.487	0.894
MYO5A	FMR1	9606.ENSP00000382177	9606.ENSP00000359506	0	0	0	0	0.044	0	0	0.828	0.828
NAE1	CUL4B	9606.ENSP00000351990	9606.ENSP00000384109	0	0	0	0	0.056	0	0.500	0.532	0.759
NAE1	UBA3	9606.ENSP00000351990	9606.ENSP00000354340	0	0	0	0	0.657	0.997	0.900	0.999	0.999
NELFB	ICE1	9606.ENSP00000339495	9606.ENSP00000296564	0	0	0	0	0.049	0	0.900	0.181	0.915
NELFB	INTS8	9606.ENSP00000339495	9606.ENSP00000430338	0	0	0	0	0.090	0.800	0	0.243	0.850
NELFB	PEX2	9606.ENSP00000339495	9606.ENSP00000349543	0	0	0	0	0	0	0.900	0	0.900
NEUROG3	HNF1A	9606.ENSP00000242462	9606.ENSP00000438804	0	0	0	0	0.059	0	0	0.727	0.732
NFIL3	IL3	9606.ENSP00000297689	9606.ENSP00000296870	0	0	0	0	0	0.627	0	0.576	0.835
NFIL3	CREB1	9606.ENSP00000297689	9606.ENSP00000387699	0	0	0	0	0.051	0.514	0	0.598	0.799
NGDN	UTP18	9606.ENSP00000386134	9606.ENSP00000225298	0	0	0	0	0.891	0.991	0.540	0.531	0.999
NGDN	CEBPZ	9606.ENSP00000386134	9606.ENSP00000234170	0	0	0	0	0.838	0	0	0.149	0.856
NGDN	DDX56	9606.ENSP00000386134	9606.ENSP00000258772	0	0	0	0	0.679	0.145	0	0.175	0.754
NGDN	RSL24D1	9606.ENSP00000386134	9606.ENSP00000260443	0	0	0	0	0.843	0	0	0	0.843
NIPBL	INTS8	9606.ENSP00000282516	9606.ENSP00000430338	0	0	0	0	0.120	0	0.720	0.074	0.751
NIPBL	BPTF	9606.ENSP00000282516	9606.ENSP00000307208	0	0	0	0	0.794	0	0	0.098	0.806
NIPBL	STAG1	9606.ENSP00000282516	9606.ENSP00000372689	0	0	0	0	0.369	0.956	0.500	0.840	0.997
NPC1	SREBF2	9606.ENSP00000269228	9606.ENSP00000354476	0	0	0	0	0.083	0.429	0	0.878	0.930
NPHS1	IQGAP1	9606.ENSP00000368190	9606.ENSP00000268182	0	0	0	0	0.056	0.510	0.500	0.792	0.945
NSL1	PMF1-BGLAP	9606.ENSP00000355944	9606.ENSP00000458021	0	0	0	0	0	0	0.360	0.949	0.966
NUP153	NUP188	9606.ENSP00000444029	9606.ENSP00000361658	0	0	0	0	0.190	0.348	0.800	0.740	0.968
NUP153	NXF3	9606.ENSP00000444029	9606.ENSP00000378504	0	0	0	0	0	0.299	0	0.756	0.821
NUP153	XPO1	9606.ENSP00000444029	9606.ENSP00000384863	0	0	0	0	0.305	0.328	0	0.791	0.894
NUP188	NUP153	9606.ENSP00000361658	9606.ENSP00000444029	0	0	0	0	0.190	0.348	0.800	0.740	0.968
NXF3	NUP153	9606.ENSP00000378504	9606.ENSP00000444029	0	0	0	0	0	0.299	0	0.756	0.821
NXF3	XPO1	9606.ENSP00000378504	9606.ENSP00000384863	0	0	0	0	0	0.401	0	0.921	0.951
OPLAH	GGT5	9606.ENSP00000480476	9606.ENSP00000381340	0.057	0	0	0	0.049	0	0.900	0.490	0.948
OSTM1	SNX10	9606.ENSP00000193322	9606.ENSP00000395474	0	0	0	0	0.083	0	0	0.771	0.781
PAFAH1B1	DYNC1LI1	9606.ENSP00000380378	9606.ENSP00000273130	0	0	0	0	0.122	0.790	0.500	0.285	0.925
PAFAH1B1	BICD2	9606.ENSP00000380378	9606.ENSP00000349351	0	0	0	0	0.067	0.331	0.500	0.344	0.768
PELP1	CHD8	9606.ENSP00000301396	9606.ENSP00000495240	0	0	0	0	0.103	0.071	0.900	0.049	0.910
PEX10	UBE2D1	9606.ENSP00000288774	9606.ENSP00000363019	0	0	0	0	0	0.279	0.500	0.504	0.805
PEX10	UBE2D2	9606.ENSP00000288774	9606.ENSP00000381717	0	0	0	0	0	0.279	0.500	0.535	0.817
PEX10	PEX2	9606.ENSP00000288774	9606.ENSP00000349543	0	0	0	0	0.084	0.683	0.800	0.999	0.999
PEX2	PEX10	9606.ENSP00000349543	9606.ENSP00000288774	0	0	0	0	0.084	0.683	0.800	0.999	0.999
PEX2	ICE1	9606.ENSP00000349543	9606.ENSP00000296564	0	0	0	0	0.054	0	0.900	0	0.901
PEX2	NELFB	9606.ENSP00000349543	9606.ENSP00000339495	0	0	0	0	0	0	0.900	0	0.900
PEX2	UBE2D1	9606.ENSP00000349543	9606.ENSP00000363019	0	0	0	0	0.044	0.256	0.500	0.272	0.706
PEX2	UBE2D2	9606.ENSP00000349543	9606.ENSP00000381717	0	0	0	0	0.049	0.256	0.500	0.560	0.823
PIGH	PIGP	9606.ENSP00000216452	9606.ENSP00000420037	0	0	0	0	0.106	0.394	0.900	0.999	0.999
PIGP	PIGH	9606.ENSP00000420037	9606.ENSP00000216452	0	0	0	0	0.106	0.394	0.900	0.999	0.999
PJA1	UBE2D2	9606.ENSP00000355014	9606.ENSP00000381717	0	0	0	0	0.062	0.561	0	0.638	0.838
PLD3	LCAT	9606.ENSP00000387050	9606.ENSP00000264005	0	0	0	0	0.086	0	0.900	0.131	0.913
PLEKHM2	RAB9A	9606.ENSP00000364956	9606.ENSP00000420127	0	0	0	0	0.054	0.362	0.900	0.141	0.941
PLOD1	PLOD3	9606.ENSP00000196061	9606.ENSP00000223127	0	0	0.059	0.963	0.416	0.422	0.900	0.075	0.965
PLOD3	PLOD1	9606.ENSP00000223127	9606.ENSP00000196061	0	0	0.059	0.963	0.416	0.422	0.900	0.075	0.965
PLTP	CETP	9606.ENSP00000417138	9606.ENSP00000200676	0	0	0	0.598	0.074	0	0.720	0.474	0.851
PLTP	APOC3	9606.ENSP00000417138	9606.ENSP00000227667	0	0	0	0	0	0	0.720	0.603	0.884
PLTP	LCAT	9606.ENSP00000417138	9606.ENSP00000264005	0	0	0	0	0.055	0	0.720	0.828	0.950
PMF1-BGLAP	NSL1	9606.ENSP00000458021	9606.ENSP00000355944	0	0	0	0	0	0	0.360	0.949	0.966
PNN	SRSF10	9606.ENSP00000216832	9606.ENSP00000420195	0	0	0	0	0.151	0.592	0	0.226	0.708
PNN	SNRNP70	9606.ENSP00000216832	9606.ENSP00000472998	0	0	0	0	0.106	0.191	0.400	0.511	0.759
PNN	BCLAF1	9606.ENSP00000216832	9606.ENSP00000435210	0	0	0	0	0.277	0.696	0	0.474	0.874
PNN	RBM8A	9606.ENSP00000216832	9606.ENSP00000463058	0	0	0	0	0.082	0.190	0.500	0.775	0.905
PNN	MAGOH	9606.ENSP00000216832	9606.ENSP00000360525	0	0	0	0	0.085	0.770	0.500	0.750	0.970
PNN	SRRM1	9606.ENSP00000216832	9606.ENSP00000326261	0	0	0	0	0.464	0.207	0.500	0.915	0.979
POLD2	RPA1	9606.ENSP00000480186	9606.ENSP00000254719	0	0	0	0	0.174	0.099	0.900	0.276	0.938
POLD2	REV1	9606.ENSP00000480186	9606.ENSP00000258428	0	0	0	0	0.067	0.091	0	0.827	0.840
POLD2	REV3L	9606.ENSP00000480186	9606.ENSP00000351697	0	0	0	0	0.117	0.964	0.900	0.994	0.999
POLRMT	TEFM	9606.ENSP00000465759	9606.ENSP00000462963	0	0	0	0	0.067	0.942	0	0.952	0.997
PPAN-P2RY11	UTP18	9606.ENSP00000377385	9606.ENSP00000225298	0	0	0	0	0.687	0	0	0.176	0.731
PPAN-P2RY11	CEBPZ	9606.ENSP00000377385	9606.ENSP00000234170	0	0	0	0	0.677	0.405	0	0.151	0.822
PPAN-P2RY11	DDX56	9606.ENSP00000377385	9606.ENSP00000258772	0	0	0	0	0.684	0.306	0	0	0.771
PPAN-P2RY11	RSL24D1	9606.ENSP00000377385	9606.ENSP00000260443	0	0	0	0	0.565	0.436	0	0.218	0.791
PPIE	SNRPA1	9606.ENSP00000361918	9606.ENSP00000254193	0	0	0	0	0.127	0.895	0.900	0.235	0.992
PPIE	SNRPD1	9606.ENSP00000361918	9606.ENSP00000300413	0	0	0	0	0.092	0.835	0.900	0.089	0.984
PPIE	SRRM1	9606.ENSP00000361918	9606.ENSP00000326261	0	0	0	0	0.067	0.821	0	0.089	0.835
PPIE	CDC40	9606.ENSP00000361918	9606.ENSP00000357928	0	0	0	0	0.049	0.910	0.900	0.202	0.992
PPIE	MAGOH	9606.ENSP00000361918	9606.ENSP00000360525	0	0	0	0	0.166	0.914	0	0.083	0.929
PPIE	RBM8A	9606.ENSP00000361918	9606.ENSP00000463058	0	0	0	0.662	0.056	0.803	0	0.050	0.808
PPIE	SNRPE	9606.ENSP00000361918	9606.ENSP00000400591	0	0	0	0	0.086	0.901	0.900	0.183	0.991
PPP1CC	CREB1	9606.ENSP00000341779	9606.ENSP00000387699	0	0	0	0	0.075	0	0.650	0.224	0.727
PPP1CC	SHOC2	9606.ENSP00000341779	9606.ENSP00000358464	0	0	0	0	0.110	0.838	0.500	0.918	0.993
PPP2CB	CEP350	9606.ENSP00000221138	9606.ENSP00000356579	0	0	0	0	0	0.764	0	0.047	0.766
PPP2CB	PPP3CA	9606.ENSP00000221138	9606.ENSP00000378323	0	0	0	0.884	0.061	0.071	0.900	0.075	0.908
PPP3CA	PPP2CB	9606.ENSP00000378323	9606.ENSP00000221138	0	0	0	0.884	0.061	0.071	0.900	0.075	0.908
PRKD3	CREB1	9606.ENSP00000368356	9606.ENSP00000387699	0	0	0	0	0.049	0	0.650	0.307	0.749
PSMA3	UBE2V2	9606.ENSP00000216455	9606.ENSP00000428209	0	0	0	0	0.654	0	0	0.293	0.745
PSMA3	SNCA	9606.ENSP00000216455	9606.ENSP00000500990	0	0	0	0	0.055	0	0.650	0.452	0.802
PSMA3	PSMA5	9606.ENSP00000216455	9606.ENSP00000271308	0	0	0	0.810	0.976	0.998	0.900	0.680	0.999
PSMA5	PSMA3	9606.ENSP00000271308	9606.ENSP00000216455	0	0	0	0.810	0.976	0.998	0.900	0.680	0.999
PSMA5	UBE2V2	9606.ENSP00000271308	9606.ENSP00000428209	0	0	0	0	0.555	0	0	0.394	0.719
PSMD10	PSMD5	9606.ENSP00000217958	9606.ENSP00000210313	0	0	0	0	0.076	0.783	0	0.565	0.905
PSMD5	PSMD10	9606.ENSP00000210313	9606.ENSP00000217958	0	0	0	0	0.076	0.783	0	0.565	0.905
PTGS2	KRAS	9606.ENSP00000356438	9606.ENSP00000256078	0	0	0	0	0.055	0.045	0	0.713	0.718
PTGS2	ERBB2	9606.ENSP00000356438	9606.ENSP00000269571	0	0	0	0	0.068	0.292	0	0.760	0.828
PTGS2	CASP3	9606.ENSP00000356438	9606.ENSP00000311032	0	0	0	0	0.055	0	0	0.863	0.865
PTGS2	ALOX15B	9606.ENSP00000356438	9606.ENSP00000369530	0	0	0	0	0.055	0.046	0.900	0.423	0.941
PTPN12	TGFB1I1	9606.ENSP00000248594	9606.ENSP00000378332	0	0	0	0	0.065	0.294	0	0.653	0.751
PTPN12	ERBB2	9606.ENSP00000248594	9606.ENSP00000269571	0	0	0	0	0	0.408	0.750	0.596	0.935
PYGB	GBE1	9606.ENSP00000216962	9606.ENSP00000410833	0.115	0.001	0	0	0.807	0.193	0.952	0.721	0.997
RAB4A	DYNC1LI1	9606.ENSP00000355651	9606.ENSP00000273130	0	0	0	0	0.063	0.230	0	0.652	0.727
RAB9A	PLEKHM2	9606.ENSP00000420127	9606.ENSP00000364956	0	0	0	0	0.054	0.362	0.900	0.141	0.941
RAD23B	MSH6	9606.ENSP00000350708	9606.ENSP00000234420	0	0	0	0	0.067	0	0.900	0.561	0.955
RAD23B	RPA1	9606.ENSP00000350708	9606.ENSP00000254719	0	0	0	0	0.092	0.292	0.500	0.447	0.798
RAD23B	UBQLN2	9606.ENSP00000350708	9606.ENSP00000345195	0	0	0	0	0.060	0.513	0	0.554	0.778
RAD23B	TDG	9606.ENSP00000350708	9606.ENSP00000376611	0	0	0	0	0.109	0.303	0	0.627	0.748
RAD23B	UBE2V2	9606.ENSP00000350708	9606.ENSP00000428209	0	0	0	0	0.090	0.345	0.500	0.266	0.752
RAD23B	UBE4A	9606.ENSP00000350708	9606.ENSP00000387362	0	0	0	0	0.081	0.644	0	0.436	0.799
RASA1	EIF5	9606.ENSP00000274376	9606.ENSP00000216554	0	0	0	0	0.097	0	0	0.806	0.817
RASA1	TSC2	9606.ENSP00000274376	9606.ENSP00000219476	0	0	0	0	0.049	0	0	0.928	0.928
RASA1	KRAS	9606.ENSP00000274376	9606.ENSP00000256078	0	0	0	0	0.088	0.334	0.900	0.585	0.971
RASA1	ERBB2	9606.ENSP00000274376	9606.ENSP00000269571	0	0	0	0	0	0.508	0	0.641	0.815
RBM8A	PNN	9606.ENSP00000463058	9606.ENSP00000216832	0	0	0	0	0.082	0.190	0.500	0.775	0.905
RBM8A	SNRPA1	9606.ENSP00000463058	9606.ENSP00000254193	0	0	0	0	0.349	0.800	0	0.180	0.884
RBM8A	THOC7	9606.ENSP00000463058	9606.ENSP00000295899	0	0	0	0	0.173	0.239	0.500	0.174	0.705
RBM8A	SNRPD1	9606.ENSP00000463058	9606.ENSP00000300413	0	0	0	0	0.446	0.800	0	0.081	0.889
RBM8A	SRRM1	9606.ENSP00000463058	9606.ENSP00000326261	0	0	0	0	0.138	0.121	0.500	0.738	0.887
RBM8A	CDC40	9606.ENSP00000463058	9606.ENSP00000357928	0	0	0	0	0.127	0.800	0.500	0.155	0.916
RBM8A	MAGOH	9606.ENSP00000463058	9606.ENSP00000360525	0	0	0	0	0.260	0.999	0.900	0.998	0.999
RBM8A	PPIE	9606.ENSP00000463058	9606.ENSP00000361918	0	0	0	0.662	0.056	0.803	0	0.050	0.808
RBM8A	SNRPE	9606.ENSP00000463058	9606.ENSP00000400591	0	0	0	0	0.366	0.801	0	0.075	0.873
REV1	MSH6	9606.ENSP00000258428	9606.ENSP00000234420	0.057	0	0	0	0.126	0.095	0	0.667	0.718
REV1	POLD2	9606.ENSP00000258428	9606.ENSP00000480186	0	0	0	0	0.067	0.091	0	0.827	0.840
REV1	UBE2V2	9606.ENSP00000258428	9606.ENSP00000428209	0	0	0	0	0.059	0.219	0	0.818	0.854
REV1	REV3L	9606.ENSP00000258428	9606.ENSP00000351697	0	0	0	0	0.168	0.991	0.500	0.999	0.999
REV3L	MSH6	9606.ENSP00000351697	9606.ENSP00000234420	0	0	0	0	0.116	0.144	0	0.730	0.778
REV3L	RPA1	9606.ENSP00000351697	9606.ENSP00000254719	0	0	0	0	0.103	0.107	0.500	0.352	0.706
REV3L	REV1	9606.ENSP00000351697	9606.ENSP00000258428	0	0	0	0	0.168	0.991	0.500	0.999	0.999
REV3L	UBE2V2	9606.ENSP00000351697	9606.ENSP00000428209	0	0	0	0	0.045	0.633	0	0.771	0.912
REV3L	POLD2	9606.ENSP00000351697	9606.ENSP00000480186	0	0	0	0	0.117	0.964	0.900	0.994	0.999
RNF11	UBE2D2	9606.ENSP00000242719	9606.ENSP00000381717	0	0	0	0	0.105	0.646	0	0.196	0.723
RNF11	UBE2D1	9606.ENSP00000242719	9606.ENSP00000363019	0	0	0	0	0.094	0.643	0	0.581	0.852
RNF115	UBE2D2	9606.ENSP00000463650	9606.ENSP00000381717	0	0	0	0	0.062	0.705	0	0.337	0.801
RNF13	UBE2D2	9606.ENSP00000341361	9606.ENSP00000381717	0	0	0	0	0	0.929	0	0.050	0.930
RNF38	UBE2D2	9606.ENSP00000259605	9606.ENSP00000381717	0	0	0	0	0.062	0.968	0	0.899	0.996
RPA1	MSH6	9606.ENSP00000254719	9606.ENSP00000234420	0	0	0	0	0.369	0.552	0.500	0.442	0.910
RPA1	REV3L	9606.ENSP00000254719	9606.ENSP00000351697	0	0	0	0	0.103	0.107	0.500	0.352	0.706
RPA1	RAD23B	9606.ENSP00000254719	9606.ENSP00000350708	0	0	0	0	0.092	0.292	0.500	0.447	0.798
RPA1	TOPBP1	9606.ENSP00000254719	9606.ENSP00000260810	0	0	0	0	0.134	0.278	0.500	0.687	0.889
RPA1	POLD2	9606.ENSP00000254719	9606.ENSP00000480186	0	0	0	0	0.174	0.099	0.900	0.276	0.938
RPA1	MCM6	9606.ENSP00000254719	9606.ENSP00000264156	0	0	0	0	0.503	0.639	0.500	0.474	0.946
RPL26L1	RSL24D1	9606.ENSP00000428223	9606.ENSP00000260443	0	0	0	0	0.342	0.836	0	0.161	0.901
RPL26L1	MRPL13	9606.ENSP00000428223	9606.ENSP00000306548	0.091	0	0	0	0.706	0.506	0	0.204	0.881
RPL26L1	MRPL4	9606.ENSP00000428223	9606.ENSP00000306902	0.091	0	0	0	0.603	0.506	0	0.204	0.839
