#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CXCL14	CCR7	9606.ENSP00000337065	9606.ENSP00000246657	0	0	0	0	0.056	0	0.650	0.354	0.768
CXCL14	CXCR2	9606.ENSP00000337065	9606.ENSP00000319635	0	0	0	0	0	0	0.650	0.460	0.802
CXCL14	CCR3	9606.ENSP00000337065	9606.ENSP00000441600	0	0	0	0	0	0	0.650	0.309	0.747
CXCL14	CXCL12	9606.ENSP00000337065	9606.ENSP00000379140	0	0	0	0	0.164	0.994	0	0.692	0.998
CXCR2	CCR7	9606.ENSP00000319635	9606.ENSP00000246657	0	0	0.080	0.848	0.141	0	0.500	0.514	0.782
CXCR2	IQGAP1	9606.ENSP00000319635	9606.ENSP00000268182	0	0	0	0	0.053	0.363	0	0.650	0.770
CXCR2	CCR3	9606.ENSP00000319635	9606.ENSP00000441600	0	0	0	0.809	0.188	0	0.500	0.493	0.776
CXCR2	CXCL14	9606.ENSP00000319635	9606.ENSP00000337065	0	0	0	0	0	0	0.650	0.460	0.802
CXCR2	SELL	9606.ENSP00000319635	9606.ENSP00000498227	0	0	0	0	0.324	0	0	0.740	0.816
CXCR2	FPR1	9606.ENSP00000319635	9606.ENSP00000471493	0	0	0	0.748	0.392	0	0.500	0.505	0.836
CXCR2	ARRB2	9606.ENSP00000319635	9606.ENSP00000403701	0	0	0	0	0.122	0.108	0.650	0.648	0.890
CXCR2	ARRB1	9606.ENSP00000319635	9606.ENSP00000409581	0	0	0	0	0.081	0.341	0.650	0.806	0.953
CXCR2	CXCL12	9606.ENSP00000319635	9606.ENSP00000379140	0	0	0	0	0	0.046	0.650	0.996	0.998
CYB5R3	AHSP	9606.ENSP00000354468	9606.ENSP00000307199	0	0	0	0	0.044	0	0.720	0.263	0.785
CYB5R3	MARC2	9606.ENSP00000354468	9606.ENSP00000355880	0	0	0	0	0	0	0.500	0.424	0.700
CYFIP2	RAC2	9606.ENSP00000479719	9606.ENSP00000249071	0	0	0	0	0.183	0.206	0.900	0.260	0.945
CYFIP2	EIF4E2	9606.ENSP00000479719	9606.ENSP00000258416	0	0	0	0	0.042	0	0.900	0.087	0.904
CYFIP2	NCKAP1L	9606.ENSP00000479719	9606.ENSP00000293373	0	0	0	0	0.095	0.895	0.800	0.993	0.999
CYFIP2	ARPC2	9606.ENSP00000479719	9606.ENSP00000295685	0	0	0	0	0.082	0	0.650	0.431	0.801
CYLD	TNFRSF1A	9606.ENSP00000392025	9606.ENSP00000162749	0	0	0	0	0	0.994	0.500	0.906	0.999
CYLD	RPS27A	9606.ENSP00000392025	9606.ENSP00000272317	0	0	0	0	0.055	0.946	0.500	0.145	0.975
CYLD	NOD2	9606.ENSP00000392025	9606.ENSP00000300589	0	0.057	0	0	0.102	0.665	0.400	0.445	0.888
CYLD	SHARPIN	9606.ENSP00000392025	9606.ENSP00000381698	0	0	0	0	0	0.504	0.500	0.765	0.936
CYLD	IKBKB	9606.ENSP00000392025	9606.ENSP00000430684	0	0	0	0	0.084	0.053	0.500	0.732	0.868
CYLD	UBC	9606.ENSP00000392025	9606.ENSP00000441543	0	0	0	0	0.056	0.990	0.500	0.232	0.995
CYLD	SPATA2	9606.ENSP00000392025	9606.ENSP00000416799	0	0	0	0	0	0.846	0.900	0.880	0.997
CYP24A1	CA4	9606.ENSP00000216862	9606.ENSP00000300900	0	0	0	0	0.076	0	0	0.761	0.770
CYP2C18	RBP4	9606.ENSP00000285979	9606.ENSP00000360522	0	0	0	0	0.055	0	0	0.712	0.716
CYP2C18	KIF20B	9606.ENSP00000285979	9606.ENSP00000360793	0	0	0	0	0.055	0	0	0.752	0.756
CYP2C18	GSTM1	9606.ENSP00000285979	9606.ENSP00000311469	0	0	0	0	0.067	0.045	0.650	0.413	0.792
CYP2C18	CYP4A22	9606.ENSP00000285979	9606.ENSP00000360958	0	0	0.243	0.586	0.069	0.084	0.907	0.190	0.942
CYP2C18	EPHX1	9606.ENSP00000285979	9606.ENSP00000480004	0	0	0	0	0.062	0.071	0.900	0.460	0.946
CYP2C18	CYP3A7	9606.ENSP00000285979	9606.ENSP00000337450	0	0	0.227	0.621	0.116	0.076	0.906	0.532	0.967
CYP3A7	CYP2C18	9606.ENSP00000337450	9606.ENSP00000285979	0	0	0.227	0.621	0.116	0.076	0.906	0.532	0.967
CYP3A7	NDOR1	9606.ENSP00000337450	9606.ENSP00000360576	0	0.830	0	0	0	0.045	0	0.082	0.838
CYP3A7	CYP4A22	9606.ENSP00000337450	9606.ENSP00000360958	0	0	0.207	0.663	0.109	0.086	0.907	0.166	0.941
CYP4A22	CYP2C18	9606.ENSP00000360958	9606.ENSP00000285979	0	0	0.243	0.586	0.069	0.084	0.907	0.190	0.942
CYP4A22	CYP3A7	9606.ENSP00000360958	9606.ENSP00000337450	0	0	0.207	0.663	0.109	0.086	0.907	0.166	0.941
CYP4F11	NDOR1	9606.ENSP00000384588	9606.ENSP00000360576	0	0.863	0	0	0	0.045	0	0.082	0.869
DAAM1	DAAM2	9606.ENSP00000378557	9606.ENSP00000381876	0	0	0.055	0.971	0	0.098	0.900	0.068	0.909
DAAM2	DAAM1	9606.ENSP00000381876	9606.ENSP00000378557	0	0	0.055	0.971	0	0.098	0.900	0.068	0.909
DAG1	NRXN2	9606.ENSP00000442600	9606.ENSP00000265459	0	0	0	0	0	0	0	0.997	0.997
DAG1	LAMB2	9606.ENSP00000442600	9606.ENSP00000307156	0	0	0	0	0.109	0.100	0.650	0.257	0.763
DAG1	CAV3	9606.ENSP00000442600	9606.ENSP00000341940	0	0	0	0	0	0.300	0.900	0.925	0.994
DAG1	GRB2	9606.ENSP00000442600	9606.ENSP00000376345	0	0	0	0	0.057	0.377	0	0.876	0.921
DAG1	SNTB1	9606.ENSP00000442600	9606.ENSP00000378965	0	0	0	0	0.042	0.101	0.540	0.811	0.915
DAG1	AGR2	9606.ENSP00000442600	9606.ENSP00000391490	0	0	0	0	0	0.450	0	0.801	0.885
DARS1	MARS1	9606.ENSP00000264161	9606.ENSP00000262027	0.057	0	0	0	0.365	0.963	0.900	0.765	0.999
DARS1	QRSL1	9606.ENSP00000264161	9606.ENSP00000358042	0.079	0.814	0	0	0.055	0.336	0.352	0.281	0.938
DARS1	AIMP1	9606.ENSP00000264161	9606.ENSP00000378191	0.057	0	0	0	0.363	0.881	0.900	0.386	0.994
DARS1	KARS1	9606.ENSP00000264161	9606.ENSP00000325448	0	0	0	0.583	0.327	0.858	0.900	0.636	0.996
DBN1	CAP1	9606.ENSP00000377195	9606.ENSP00000361883	0	0	0	0	0.074	0.747	0	0.219	0.801
DBN1	CAPZB	9606.ENSP00000377195	9606.ENSP00000401010	0	0	0	0	0.090	0.518	0.400	0.427	0.829
DBN1	ZMYND8	9606.ENSP00000377195	9606.ENSP00000439800	0	0	0	0	0	0.946	0	0.184	0.955
DCTN6	HAP1	9606.ENSP00000221114	9606.ENSP00000334002	0	0	0	0	0	0	0.800	0.045	0.800
DCTN6	CAPZA1	9606.ENSP00000221114	9606.ENSP00000263168	0	0	0	0	0.078	0.870	0.500	0.620	0.974
DCTN6	CAPZB	9606.ENSP00000221114	9606.ENSP00000401010	0	0	0	0	0.055	0.945	0.500	0.344	0.980
DDX42	SF3B2	9606.ENSP00000464050	9606.ENSP00000318861	0	0	0	0	0.181	0.507	0.900	0.554	0.979
DDX42	ZMAT5	9606.ENSP00000464050	9606.ENSP00000344241	0	0	0	0	0	0.128	0.500	0.455	0.741
DDX50	DDX54	9606.ENSP00000362687	9606.ENSP00000323858	0	0	0.181	0.627	0.362	0.420	0	0.185	0.720
DDX54	UTP3	9606.ENSP00000323858	9606.ENSP00000254803	0	0	0	0	0.838	0.175	0	0.064	0.864
DDX54	NAT10	9606.ENSP00000323858	9606.ENSP00000257829	0	0	0	0	0.784	0.100	0	0.160	0.822
DDX54	DHX8	9606.ENSP00000323858	9606.ENSP00000262415	0	0	0	0	0.360	0.122	0	0.777	0.864
DDX54	WDR3	9606.ENSP00000323858	9606.ENSP00000308179	0	0	0	0	0.739	0.095	0	0	0.753
DDX54	UTP14A	9606.ENSP00000323858	9606.ENSP00000377944	0	0	0	0	0.633	0.133	0	0.186	0.719
DDX54	DDX50	9606.ENSP00000323858	9606.ENSP00000362687	0	0	0.181	0.627	0.362	0.420	0	0.185	0.720
DDX54	NOC3L	9606.ENSP00000323858	9606.ENSP00000360412	0	0	0	0	0.601	0.294	0	0.196	0.754
DDX54	GNL2	9606.ENSP00000323858	9606.ENSP00000362153	0.041	0	0	0	0.599	0.186	0	0.350	0.769
DDX54	DKC1	9606.ENSP00000323858	9606.ENSP00000358563	0.050	0	0	0	0.602	0.412	0	0.100	0.773
DDX54	EBNA1BP2	9606.ENSP00000323858	9606.ENSP00000407323	0	0	0	0	0.691	0.255	0	0.278	0.820
DDX54	WDR43	9606.ENSP00000323858	9606.ENSP00000384302	0	0	0	0	0.829	0.122	0	0	0.844
DDX54	FTSJ3	9606.ENSP00000323858	9606.ENSP00000396673	0	0	0	0	0.919	0.174	0	0.337	0.952
DEPDC1	OIP5	9606.ENSP00000412292	9606.ENSP00000220514	0	0	0	0	0.640	0	0	0.300	0.737
DEPDC1	MELK	9606.ENSP00000412292	9606.ENSP00000298048	0	0	0	0	0.679	0	0	0.256	0.751
DEPDC1	CENPA	9606.ENSP00000412292	9606.ENSP00000336868	0	0	0	0	0.785	0	0	0.370	0.858
DEPDC1	KIF20B	9606.ENSP00000412292	9606.ENSP00000360793	0	0	0	0	0.304	0	0	0.593	0.704
DERL2	UBE2G2	9606.ENSP00000158771	9606.ENSP00000338348	0	0	0	0	0.049	0	0	0.805	0.806
DERL2	HSPA5	9606.ENSP00000158771	9606.ENSP00000324173	0	0	0	0	0.171	0.476	0	0.885	0.946
DERL2	UBE2J1	9606.ENSP00000158771	9606.ENSP00000451261	0	0	0	0	0.108	0.300	0	0.946	0.963
DERL2	OS9	9606.ENSP00000158771	9606.ENSP00000318165	0	0	0	0	0.049	0.925	0.800	0.972	0.999
DGKA	PLCG2	9606.ENSP00000377703	9606.ENSP00000482457	0	0	0	0	0.045	0	0.650	0.258	0.730
DGKA	PFKM	9606.ENSP00000377703	9606.ENSP00000496597	0	0	0	0	0.042	0	0	0.731	0.731
DHX16	AQR	9606.ENSP00000365625	9606.ENSP00000156471	0	0	0	0	0.215	0.800	0	0.358	0.890
DHX16	RBM22	9606.ENSP00000365625	9606.ENSP00000199814	0	0	0	0	0.107	0.967	0	0.531	0.985
DHX16	SNRPB2	9606.ENSP00000365625	9606.ENSP00000246071	0	0	0	0	0.141	0.925	0.900	0.338	0.995
DHX16	LSM3	9606.ENSP00000365625	9606.ENSP00000302160	0	0	0	0	0.063	0	0.900	0.169	0.915
DHX16	SNRNP200	9606.ENSP00000365625	9606.ENSP00000317123	0	0	0	0	0.166	0.991	0.900	0.708	0.999
DHX16	SF3B2	9606.ENSP00000365625	9606.ENSP00000318861	0	0	0	0	0.199	0.998	0.900	0.443	0.999
DHX16	SNRPD2	9606.ENSP00000365625	9606.ENSP00000342374	0	0	0	0	0.067	0.896	0.900	0.192	0.991
DHX16	CDC40	9606.ENSP00000365625	9606.ENSP00000357928	0	0	0	0	0.130	0.973	0.800	0.575	0.997
DHX16	RNF113A	9606.ENSP00000365625	9606.ENSP00000360497	0	0	0	0	0.110	0.964	0.900	0.641	0.998
DHX16	LSM2	9606.ENSP00000365625	9606.ENSP00000364813	0	0	0	0	0.062	0.311	0.900	0.354	0.952
DHX16	IK	9606.ENSP00000365625	9606.ENSP00000396301	0	0	0	0	0.119	0.064	0.900	0.104	0.916
DHX16	LSM5	9606.ENSP00000365625	9606.ENSP00000410758	0	0	0	0	0.067	0.478	0.900	0.220	0.956
DHX16	BUD31	9606.ENSP00000365625	9606.ENSP00000386023	0	0	0	0	0.064	0.964	0	0.375	0.977
DHX16	SNW1	9606.ENSP00000365625	9606.ENSP00000451129	0	0	0	0	0.212	0.967	0	0.467	0.985
DHX8	AQR	9606.ENSP00000262415	9606.ENSP00000156471	0	0	0	0	0.467	0.964	0.900	0.325	0.998
DHX8	RBM22	9606.ENSP00000262415	9606.ENSP00000199814	0	0	0	0	0.175	0.899	0.900	0.583	0.996
DHX8	SNRPB2	9606.ENSP00000262415	9606.ENSP00000246071	0	0	0	0	0.139	0.894	0.900	0.248	0.992
DHX8	UTP3	9606.ENSP00000262415	9606.ENSP00000254803	0	0	0	0	0.388	0.514	0	0.143	0.723
DHX8	WDR43	9606.ENSP00000262415	9606.ENSP00000384302	0	0	0	0	0.307	0.514	0	0.190	0.703
DHX8	DDX54	9606.ENSP00000262415	9606.ENSP00000323858	0	0	0	0	0.360	0.122	0	0.777	0.864
DHX8	SNRNP200	9606.ENSP00000262415	9606.ENSP00000317123	0	0	0	0	0.266	0.869	0	0.781	0.977
DHX8	SNRPD2	9606.ENSP00000262415	9606.ENSP00000342374	0	0	0	0	0.088	0.911	0.900	0.289	0.993
DHX8	BUD31	9606.ENSP00000262415	9606.ENSP00000386023	0	0	0	0	0.064	0.918	0.900	0.677	0.997
DHX8	SNW1	9606.ENSP00000262415	9606.ENSP00000451129	0	0	0	0	0.255	0.980	0.900	0.511	0.999
DHX8	CDC40	9606.ENSP00000262415	9606.ENSP00000357928	0	0	0	0	0.145	0.977	0.900	0.763	0.999
DKC1	TERF2	9606.ENSP00000358563	9606.ENSP00000254942	0	0	0	0	0.061	0.292	0.500	0.564	0.836
DKC1	NAT10	9606.ENSP00000358563	9606.ENSP00000257829	0	0	0	0	0.864	0.399	0.720	0.713	0.992
DKC1	MTIF2	9606.ENSP00000358563	9606.ENSP00000263629	0.102	0	0	0	0.624	0.197	0	0.240	0.766
DKC1	NVL	9606.ENSP00000358563	9606.ENSP00000281701	0	0	0	0	0.255	0	0.900	0.187	0.934
DKC1	DDX54	9606.ENSP00000358563	9606.ENSP00000323858	0.050	0	0	0	0.602	0.412	0	0.100	0.773
DKC1	WRAP53	9606.ENSP00000358563	9606.ENSP00000324203	0	0	0	0	0.063	0.976	0.900	0.999	0.999
DKC1	HSP90AA1	9606.ENSP00000358563	9606.ENSP00000335153	0	0	0	0	0.072	0.064	0	0.839	0.848
DKC1	BRIX1	9606.ENSP00000358563	9606.ENSP00000338862	0	0	0	0	0.851	0	0	0.159	0.870
DKC1	RPL5	9606.ENSP00000358563	9606.ENSP00000359345	0.115	0	0	0	0.297	0.187	0	0.488	0.707
DKC1	POLR2E	9606.ENSP00000358563	9606.ENSP00000478303	0	0	0	0	0.693	0	0	0.105	0.714
DKC1	HNRNPU	9606.ENSP00000358563	9606.ENSP00000491215	0	0	0	0	0.138	0	0.720	0.072	0.756
DKC1	UTP14A	9606.ENSP00000358563	9606.ENSP00000377944	0	0	0	0	0.441	0.486	0	0.314	0.786
DKC1	RPP38	9606.ENSP00000358563	9606.ENSP00000478982	0.061	0	0	0	0.542	0.406	0.360	0.237	0.852
DKC1	GNL2	9606.ENSP00000358563	9606.ENSP00000362153	0	0	0	0	0.703	0.299	0	0.345	0.852
DKC1	EBNA1BP2	9606.ENSP00000358563	9606.ENSP00000407323	0	0	0	0	0.729	0.412	0	0.353	0.888
DKC1	FTSJ3	9606.ENSP00000358563	9606.ENSP00000396673	0.057	0	0	0	0.838	0.213	0	0.336	0.910
DLGAP1	NRXN2	9606.ENSP00000316377	9606.ENSP00000265459	0	0	0	0	0.147	0.098	0.500	0.410	0.743
DLGAP1	HCLS1	9606.ENSP00000316377	9606.ENSP00000320176	0	0	0	0	0	0.072	0	0.853	0.857
DLGAP1	GRIN2B	9606.ENSP00000316377	9606.ENSP00000477455	0	0	0	0	0.178	0.146	0	0.869	0.900
DLST	ACO2	9606.ENSP00000335304	9606.ENSP00000216254	0	0	0	0	0.742	0.095	0	0.689	0.921
DLST	SDHA	9606.ENSP00000335304	9606.ENSP00000264932	0.111	0.007	0	0	0.620	0.095	0	0.543	0.841
DLST	ACAA2	9606.ENSP00000335304	9606.ENSP00000285093	0.057	0	0	0	0.143	0	0.800	0.274	0.867
DLST	FH	9606.ENSP00000335304	9606.ENSP00000355518	0	0	0	0	0.368	0.069	0.360	0.578	0.820
DLST	HMGCS2	9606.ENSP00000335304	9606.ENSP00000358414	0	0	0	0	0.087	0	0.800	0.160	0.833
DLST	F5H5P2_HUMAN	9606.ENSP00000335304	9606.ENSP00000443246	0.095	0	0	0	0.598	0.312	0.414	0.207	0.862
DLST	SDHB	9606.ENSP00000335304	9606.ENSP00000364649	0.111	0.005	0	0	0.779	0.128	0	0.398	0.883
DLST	IDH3B	9606.ENSP00000335304	9606.ENSP00000482773	0	0	0	0	0.257	0.091	0.689	0.587	0.902
DLST	SUCLG2	9606.ENSP00000335304	9606.ENSP00000419325	0.079	0.037	0	0	0.570	0.099	0.932	0.361	0.981
DLST	OGDH	9606.ENSP00000335304	9606.ENSP00000388183	0.079	0.096	0.318	0	0.791	0.953	0.978	0.999	0.999
DNAH2	WDR78	9606.ENSP00000458355	9606.ENSP00000360065	0	0	0	0	0.081	0.263	0.720	0.455	0.882
DNAJB2	HSPA6	9606.ENSP00000338019	9606.ENSP00000310219	0.041	0	0.364	0	0.251	0.504	0.162	0.393	0.858
DNAJB2	HSPA5	9606.ENSP00000338019	9606.ENSP00000324173	0.041	0	0.398	0	0.236	0.142	0.162	0.270	0.714
DNAJB2	HSPA8	9606.ENSP00000338019	9606.ENSP00000437125	0.041	0	0.375	0	0.236	0.643	0.162	0.683	0.946
DNAJC15	TIMM44	9606.ENSP00000368523	9606.ENSP00000270538	0	0	0	0	0	0.409	0.540	0.816	0.945
DNAJC7	TTC1	9606.ENSP00000406463	9606.ENSP00000231238	0	0	0	0.625	0.063	0.171	0	0.683	0.732
DNAJC7	HSPA6	9606.ENSP00000406463	9606.ENSP00000310219	0.041	0	0	0	0.247	0.252	0.475	0.225	0.741
DNAJC7	HSPA5	9606.ENSP00000406463	9606.ENSP00000324173	0.041	0	0	0	0.242	0.431	0.475	0.234	0.804
DNAJC7	HSP90AA1	9606.ENSP00000406463	9606.ENSP00000335153	0.042	0	0	0	0.317	0.771	0	0.823	0.970
DNAJC7	TOMM34	9606.ENSP00000406463	9606.ENSP00000361900	0	0	0	0.599	0.078	0.845	0	0.147	0.867
DNAJC7	HSPA8	9606.ENSP00000406463	9606.ENSP00000437125	0.041	0	0	0	0.269	0.851	0.475	0.401	0.961
DNAJC8	CDC40	9606.ENSP00000263697	9606.ENSP00000357928	0	0	0	0	0.086	0	0.800	0	0.809
DNMT3L	H3-3B	9606.ENSP00000270172	9606.ENSP00000254810	0	0	0	0	0	0.888	0.500	0.994	0.999
DNMT3L	HDAC1	9606.ENSP00000270172	9606.ENSP00000362649	0	0	0	0	0	0.516	0	0.980	0.989
DNTTIP2	UTP3	9606.ENSP00000411010	9606.ENSP00000254803	0	0	0	0	0.817	0.976	0	0.769	0.998
DNTTIP2	NAT10	9606.ENSP00000411010	9606.ENSP00000257829	0	0	0	0	0.405	0.976	0	0.273	0.988
DNTTIP2	RPS27A	9606.ENSP00000411010	9606.ENSP00000272317	0	0	0	0	0.067	0.800	0	0.117	0.820
DNTTIP2	WDR3	9606.ENSP00000411010	9606.ENSP00000308179	0	0	0	0	0.553	0.976	0	0.195	0.990
DNTTIP2	BRIX1	9606.ENSP00000411010	9606.ENSP00000338862	0	0	0	0	0.849	0	0	0.070	0.854
DNTTIP2	UTP11	9606.ENSP00000411010	9606.ENSP00000362105	0	0	0	0	0.809	0.976	0	0.691	0.998
DNTTIP2	RPS6	9606.ENSP00000411010	9606.ENSP00000369757	0	0	0	0	0.060	0.978	0	0.081	0.979
DNTTIP2	UTP14A	9606.ENSP00000411010	9606.ENSP00000377944	0	0	0	0	0.601	0.959	0	0.262	0.987
DNTTIP2	WDR43	9606.ENSP00000411010	9606.ENSP00000384302	0	0	0	0	0.841	0.980	0	0.237	0.997
DNTTIP2	FTSJ3	9606.ENSP00000411010	9606.ENSP00000396673	0	0	0	0	0.697	0	0	0.064	0.704
DNTTIP2	NOL7	9606.ENSP00000411010	9606.ENSP00000405674	0	0	0	0	0.075	0.800	0	0	0.807
DNTTIP2	EBNA1BP2	9606.ENSP00000411010	9606.ENSP00000407323	0	0	0	0	0.833	0	0	0.113	0.846
DNTTIP2	RPP38	9606.ENSP00000411010	9606.ENSP00000478982	0	0	0	0	0.149	0.765	0	0.085	0.801
DNTTIP2	RPS24	9606.ENSP00000411010	9606.ENSP00000414321	0	0	0	0	0.124	0.971	0	0	0.973
DNTTIP2	RPS7	9606.ENSP00000411010	9606.ENSP00000495273	0	0	0	0	0.082	0.975	0	0	0.976
DOCK2	RAC2	9606.ENSP00000429283	9606.ENSP00000249071	0	0	0	0	0.418	0.635	0.900	0.789	0.994
DOCK2	NCKAP1L	9606.ENSP00000429283	9606.ENSP00000293373	0	0	0	0	0.477	0	0	0.512	0.734
DOCK2	RHOG	9606.ENSP00000429283	9606.ENSP00000339467	0	0	0	0	0.144	0.284	0.500	0.453	0.810
DOCK2	FGR	9606.ENSP00000429283	9606.ENSP00000363117	0	0	0	0	0.213	0.045	0.900	0.253	0.936
DOCK2	HCK	9606.ENSP00000429283	9606.ENSP00000365012	0	0	0	0	0.219	0.045	0.900	0.212	0.933
DOCK2	LYN	9606.ENSP00000429283	9606.ENSP00000428924	0	0	0	0	0.191	0.045	0.900	0.176	0.927
DRG1	RPL5	9606.ENSP00000329715	9606.ENSP00000359345	0	0	0	0	0.318	0.575	0	0.051	0.701
DRG1	RPS6	9606.ENSP00000329715	9606.ENSP00000369757	0	0	0	0	0.351	0.578	0	0.060	0.720
DRG1	RACK1	9606.ENSP00000329715	9606.ENSP00000426909	0	0	0	0	0.219	0.679	0	0.063	0.745
DRG1	ZC3H15	9606.ENSP00000329715	9606.ENSP00000338788	0	0	0	0	0.510	0.993	0	0.735	0.999
DROSHA	SMAD2	9606.ENSP00000425979	9606.ENSP00000262160	0	0	0	0	0.062	0.051	0	0.978	0.978
DROSHA	MRPL40	9606.ENSP00000425979	9606.ENSP00000333401	0	0	0	0	0.096	0.763	0	0.126	0.796
DROSHA	HNRNPA1	9606.ENSP00000425979	9606.ENSP00000341826	0	0	0	0	0.111	0.215	0	0.889	0.915
DROSHA	KHSRP	9606.ENSP00000425979	9606.ENSP00000381216	0	0	0	0	0.108	0.510	0	0.969	0.985
DROSHA	PRORP	9606.ENSP00000425979	9606.ENSP00000440915	0	0	0	0	0.086	0	0.720	0	0.733
DROSHA	RPP38	9606.ENSP00000425979	9606.ENSP00000478982	0	0	0	0	0.142	0.107	0.720	0.222	0.810
DSC1	EVPL	9606.ENSP00000257198	9606.ENSP00000465630	0	0	0	0	0.076	0.045	0.500	0.572	0.786
DSN1	CBX3	9606.ENSP00000389810	9606.ENSP00000336687	0	0	0	0	0.121	0.636	0	0.700	0.895
DSN1	CENPA	9606.ENSP00000389810	9606.ENSP00000336868	0	0	0	0	0.157	0.193	0	0.898	0.925
DSN1	BUB3	9606.ENSP00000389810	9606.ENSP00000357858	0	0	0	0	0.094	0.048	0.500	0.510	0.760
DSN1	CBX1	9606.ENSP00000389810	9606.ENSP00000377060	0	0	0	0	0.072	0.488	0	0.469	0.726
DUT	NT5C2	9606.ENSP00000370376	9606.ENSP00000339479	0	0	0	0	0.042	0	0.900	0.069	0.903
DUT	NME7	9606.ENSP00000370376	9606.ENSP00000356785	0	0	0	0	0.113	0	0.920	0.173	0.936
E2F1	H3-3B	9606.ENSP00000345571	9606.ENSP00000254810	0	0	0	0	0.055	0	0	0.702	0.706
E2F1	MDM2	9606.ENSP00000345571	9606.ENSP00000258149	0	0	0	0	0	0.625	0	0.980	0.992
E2F1	CCNE1	9606.ENSP00000345571	9606.ENSP00000262643	0	0	0	0	0.202	0.401	0.500	0.788	0.942
E2F1	LEF1	9606.ENSP00000345571	9606.ENSP00000265165	0	0	0	0	0.049	0.310	0	0.625	0.732
E2F1	EGFR	9606.ENSP00000345571	9606.ENSP00000275493	0	0	0	0	0	0	0	0.734	0.734
E2F1	CBX3	9606.ENSP00000345571	9606.ENSP00000336687	0	0	0	0	0.225	0	0.500	0.387	0.742
E2F1	FOXO3	9606.ENSP00000345571	9606.ENSP00000339527	0	0	0	0	0	0.045	0	0.994	0.994
E2F1	KAT5	9606.ENSP00000345571	9606.ENSP00000340330	0	0	0	0	0.042	0.295	0	0.705	0.783
E2F1	PHF8	9606.ENSP00000345571	9606.ENSP00000350676	0	0	0	0	0.047	0.292	0	0.596	0.703
E2F1	FOXO1	9606.ENSP00000345571	9606.ENSP00000368880	0	0	0	0	0	0.045	0	0.708	0.709
E2F1	CHEK1	9606.ENSP00000345571	9606.ENSP00000391090	0	0	0	0	0.139	0	0	0.738	0.764
E2F1	HDAC1	9606.ENSP00000345571	9606.ENSP00000362649	0	0	0	0	0.085	0.791	0.500	0.992	0.999
EAF2	PAF1	9606.ENSP00000273668	9606.ENSP00000221265	0	0	0	0	0.119	0	0.900	0	0.908
EAF2	POLR2I	9606.ENSP00000273668	9606.ENSP00000221859	0	0	0	0	0	0.487	0.500	0.104	0.750
EAF2	ELL	9606.ENSP00000273668	9606.ENSP00000262809	0	0	0	0	0	0.648	0.900	0.966	0.998
EAF2	SUPT6H	9606.ENSP00000273668	9606.ENSP00000319104	0	0	0	0	0.060	0	0.800	0	0.803
EAF2	ELOC	9606.ENSP00000273668	9606.ENSP00000478121	0	0	0	0	0.044	0	0.900	0.090	0.905
EBNA1BP2	MRM2	9606.ENSP00000407323	9606.ENSP00000242257	0	0	0	0	0.394	0.584	0	0.208	0.783
EBNA1BP2	UTP3	9606.ENSP00000407323	9606.ENSP00000254803	0	0	0	0	0.903	0	0	0.055	0.904
EBNA1BP2	NAT10	9606.ENSP00000407323	9606.ENSP00000257829	0	0	0	0	0.848	0	0	0.223	0.877
EBNA1BP2	WDR3	9606.ENSP00000407323	9606.ENSP00000308179	0	0	0	0	0.793	0	0	0	0.793
EBNA1BP2	RPL15	9606.ENSP00000407323	9606.ENSP00000309334	0	0	0	0	0.082	0.873	0	0.137	0.891
EBNA1BP2	DDX54	9606.ENSP00000407323	9606.ENSP00000323858	0	0	0	0	0.691	0.255	0	0.278	0.820
EBNA1BP2	BRIX1	9606.ENSP00000407323	9606.ENSP00000338862	0	0	0	0	0.946	0.993	0	0.460	0.999
EBNA1BP2	MRPL24	9606.ENSP00000407323	9606.ENSP00000354525	0	0	0	0	0.138	0.638	0	0.317	0.768
EBNA1BP2	DKC1	9606.ENSP00000407323	9606.ENSP00000358563	0	0	0	0	0.729	0.412	0	0.353	0.888
EBNA1BP2	NOC3L	9606.ENSP00000407323	9606.ENSP00000360412	0	0	0	0	0.796	0.951	0	0.282	0.992
EBNA1BP2	UTP11	9606.ENSP00000407323	9606.ENSP00000362105	0	0	0	0	0.895	0	0	0.576	0.953
EBNA1BP2	GNL2	9606.ENSP00000407323	9606.ENSP00000362153	0	0	0	0	0.830	0.436	0	0.735	0.972
EBNA1BP2	RPS6	9606.ENSP00000407323	9606.ENSP00000369757	0	0	0	0	0.097	0.432	0	0.466	0.702
EBNA1BP2	UTP14A	9606.ENSP00000407323	9606.ENSP00000377944	0	0	0	0	0.833	0.108	0	0	0.845
EBNA1BP2	WDR43	9606.ENSP00000407323	9606.ENSP00000384302	0	0	0	0	0.865	0	0	0.451	0.923
EBNA1BP2	FTSJ3	9606.ENSP00000407323	9606.ENSP00000396673	0	0	0	0	0.878	0.968	0.540	0.601	0.999
EBNA1BP2	RPL11	9606.ENSP00000407323	9606.ENSP00000496250	0	0	0	0	0.132	0.487	0	0.419	0.719
