#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ALDH1L1	SLC1A2	9606.ENSP00000273450	9606.ENSP00000278379	0	0	0	0	0.182	0	0	0.713	0.755
ALDH1L1	DHFR	9606.ENSP00000273450	9606.ENSP00000396308	0	0	0	0	0.095	0	0.900	0.448	0.945
ALDH3B1	AOC2	9606.ENSP00000473990	9606.ENSP00000253799	0	0	0	0	0.079	0.071	0.918	0.096	0.928
ALDH3B1	HPGDS	9606.ENSP00000473990	9606.ENSP00000295256	0	0	0	0	0.055	0.053	0.650	0.185	0.710
ALDH3B1	GAD2	9606.ENSP00000473990	9606.ENSP00000365437	0	0	0	0	0.087	0.047	0.914	0.131	0.926
ALDH3B1	CYP2E1	9606.ENSP00000473990	9606.ENSP00000440689	0	0	0	0	0.057	0.045	0.910	0.301	0.935
ALDH4A1	PRODH2	9606.ENSP00000364490	9606.ENSP00000301175	0.057	0	0	0	0.329	0.075	0.940	0.603	0.983
ALDH4A1	ALDH7A1	9606.ENSP00000364490	9606.ENSP00000387123	0	0	0	0.610	0.088	0	0.800	0.337	0.868
ALDH4A1	GAD2	9606.ENSP00000364490	9606.ENSP00000365437	0	0	0	0	0.087	0.047	0.914	0.184	0.930
ALDH7A1	PDE1B	9606.ENSP00000387123	9606.ENSP00000243052	0	0	0	0	0	0	0	0.852	0.852
ALDH7A1	AOC2	9606.ENSP00000387123	9606.ENSP00000253799	0	0	0	0	0.079	0.071	0.918	0.096	0.928
ALDH7A1	PDE6A	9606.ENSP00000387123	9606.ENSP00000255266	0	0	0	0	0	0	0	0.702	0.702
ALDH7A1	CALML3	9606.ENSP00000387123	9606.ENSP00000315299	0	0	0	0	0.049	0	0	0.913	0.914
ALDH7A1	PDE10A	9606.ENSP00000387123	9606.ENSP00000355847	0	0	0	0	0.062	0	0	0.893	0.895
ALDH7A1	GAD2	9606.ENSP00000387123	9606.ENSP00000365437	0	0	0	0	0.087	0.047	0.914	0.136	0.926
ALDH7A1	PCCA	9606.ENSP00000387123	9606.ENSP00000365462	0	0	0	0	0.089	0	0.800	0.252	0.852
ALDH7A1	ECHDC1	9606.ENSP00000387123	9606.ENSP00000436585	0	0	0	0	0.125	0.094	0.829	0.127	0.866
ALDH7A1	RAPGEF3	9606.ENSP00000387123	9606.ENSP00000395708	0	0	0	0	0.044	0	0	0.946	0.946
ALG12	ALG13	9606.ENSP00000333813	9606.ENSP00000378260	0	0	0	0	0.049	0	0	0.759	0.761
ALOX12B	PLA2G3	9606.ENSP00000497784	9606.ENSP00000215885	0	0	0	0	0.107	0	0.650	0.135	0.706
ALOX12B	CYP2C9	9606.ENSP00000497784	9606.ENSP00000260682	0	0	0	0	0	0.071	0.900	0.076	0.906
ALOX12B	PLA2G6	9606.ENSP00000497784	9606.ENSP00000333142	0	0	0	0	0.104	0	0.650	0.176	0.719
ALOX12B	CYP2E1	9606.ENSP00000497784	9606.ENSP00000440689	0	0	0	0	0.054	0.071	0.900	0.070	0.907
AMH	CHRD	9606.ENSP00000221496	9606.ENSP00000204604	0	0	0	0	0.042	0.172	0.900	0.203	0.928
AMH	IGF1	9606.ENSP00000221496	9606.ENSP00000376637	0	0	0	0	0	0	0	0.702	0.702
AMH	LHCGR	9606.ENSP00000221496	9606.ENSP00000294954	0	0	0	0	0	0	0	0.722	0.722
AMH	NR0B1	9606.ENSP00000221496	9606.ENSP00000368253	0	0	0	0	0.049	0	0	0.828	0.830
AMH	INSL3	9606.ENSP00000221496	9606.ENSP00000369017	0	0	0	0	0.100	0	0	0.869	0.877
ANAPC1	FBXO5	9606.ENSP00000339109	9606.ENSP00000229758	0	0	0	0	0.083	0.960	0	0.198	0.969
ANAPC1	BARD1	9606.ENSP00000339109	9606.ENSP00000260947	0	0	0	0	0.074	0.055	0.900	0.101	0.910
ANAPC1	BUB1B	9606.ENSP00000339109	9606.ENSP00000287598	0	0	0	0	0.100	0.995	0.720	0.451	0.999
ANAPC1	MAD2L1	9606.ENSP00000339109	9606.ENSP00000296509	0	0	0	0	0.103	0.927	0.650	0.682	0.991
ANAPC1	NEUROD2	9606.ENSP00000339109	9606.ENSP00000306754	0	0	0	0	0	0	0	0.771	0.771
ANAPC1	ANAPC2	9606.ENSP00000339109	9606.ENSP00000314004	0	0	0	0	0.067	0.999	0.900	0.872	0.999
ANAPC1	BRCA2	9606.ENSP00000339109	9606.ENSP00000369497	0	0	0	0	0.062	0	0.720	0	0.726
ANAPC1	UBB	9606.ENSP00000339109	9606.ENSP00000478771	0	0	0	0	0	0.800	0.500	0.046	0.896
ANAPC1	PHC1	9606.ENSP00000339109	9606.ENSP00000437659	0	0	0	0	0.062	0	0.900	0	0.902
ANAPC1	CUL7	9606.ENSP00000339109	9606.ENSP00000438788	0	0	0	0	0	0	0.900	0.093	0.905
ANAPC2	FBXO5	9606.ENSP00000314004	9606.ENSP00000229758	0	0	0	0	0	0.986	0	0.222	0.989
ANAPC2	BARD1	9606.ENSP00000314004	9606.ENSP00000260947	0	0	0	0	0	0.091	0.900	0.155	0.916
ANAPC2	INVS	9606.ENSP00000314004	9606.ENSP00000262457	0	0	0	0	0.060	0.095	0	0.697	0.720
ANAPC2	BUB1B	9606.ENSP00000314004	9606.ENSP00000287598	0	0	0	0	0.061	0.993	0.720	0.549	0.999
ANAPC2	MAD2L1	9606.ENSP00000314004	9606.ENSP00000296509	0	0	0	0	0.058	0.866	0.650	0.395	0.969
ANAPC2	BRCA2	9606.ENSP00000314004	9606.ENSP00000369497	0	0	0	0	0	0.138	0.720	0.085	0.760
ANAPC2	PHC1	9606.ENSP00000314004	9606.ENSP00000437659	0	0	0	0	0	0	0.900	0	0.900
ANAPC2	CUL7	9606.ENSP00000314004	9606.ENSP00000438788	0	0	0	0	0.109	0	0.900	0.159	0.918
ANAPC2	UBB	9606.ENSP00000314004	9606.ENSP00000478771	0	0	0	0	0	0.900	0.500	0.052	0.948
ANK2	TP53	9606.ENSP00000349588	9606.ENSP00000269305	0	0	0	0	0	0.077	0	0.717	0.727
ANK2	SIGMAR1	9606.ENSP00000349588	9606.ENSP00000277010	0	0	0	0	0	0.300	0	0.779	0.838
ANK2	CALML3	9606.ENSP00000349588	9606.ENSP00000315299	0	0	0	0	0	0.116	0	0.828	0.841
ANK2	SCN5A	9606.ENSP00000349588	9606.ENSP00000328968	0	0	0	0	0.046	0.061	0.500	0.779	0.888
ANK2	KCNQ2	9606.ENSP00000349588	9606.ENSP00000352035	0	0	0	0	0.139	0.053	0.500	0.361	0.704
ANK2	TRPC4	9606.ENSP00000349588	9606.ENSP00000486109	0	0	0	0	0.080	0	0	0.736	0.747
ANK2	RHAG	9606.ENSP00000349588	9606.ENSP00000360217	0	0	0	0	0.057	0	0	0.774	0.777
ANK2	DCTN4	9606.ENSP00000349588	9606.ENSP00000414906	0	0	0	0	0	0.306	0	0.699	0.782
ANPEP	KYAT3	9606.ENSP00000300060	9606.ENSP00000260508	0	0	0	0	0.056	0	0.800	0.082	0.811
ANPEP	SCARB2	9606.ENSP00000300060	9606.ENSP00000264896	0	0	0	0	0.067	0	0	0.730	0.737
ANPEP	CD2	9606.ENSP00000300060	9606.ENSP00000358490	0	0	0	0	0.067	0	0	0.727	0.734
ANPEP	FCGR1A	9606.ENSP00000300060	9606.ENSP00000358165	0	0	0	0	0.072	0	0	0.815	0.820
ANPEP	ENG	9606.ENSP00000300060	9606.ENSP00000362299	0	0	0	0	0.143	0	0	0.847	0.863
AOX1	CYP26B1	9606.ENSP00000363832	9606.ENSP00000001146	0	0	0	0	0.080	0	0.907	0.154	0.921
AOX1	CYP2C9	9606.ENSP00000363832	9606.ENSP00000260682	0	0	0	0	0.079	0	0.908	0.610	0.964
AOX1	PCCA	9606.ENSP00000363832	9606.ENSP00000365462	0	0	0	0	0.044	0	0.800	0.161	0.825
AOX1	ECHDC1	9606.ENSP00000363832	9606.ENSP00000436585	0	0	0	0	0.049	0	0.800	0.192	0.832
AOX1	DHRS9	9606.ENSP00000363832	9606.ENSP00000389241	0	0	0	0	0	0	0.900	0.196	0.916
AOX1	CYP3A4	9606.ENSP00000363832	9606.ENSP00000498939	0	0	0	0	0.101	0	0.909	0.510	0.956
AP1AR	AP1G1	9606.ENSP00000274000	9606.ENSP00000377148	0	0	0	0	0.049	0	0	0.732	0.734
AP1G1	AP5M1	9606.ENSP00000377148	9606.ENSP00000261558	0	0	0	0	0.073	0.388	0.540	0.207	0.765
AP1G1	AP1S1	9606.ENSP00000377148	9606.ENSP00000336666	0	0	0	0	0.058	0.937	0.900	0.794	0.998
AP1G1	EPS15	9606.ENSP00000377148	9606.ENSP00000360798	0	0	0	0	0.110	0.546	0.540	0.274	0.847
AP1G1	EPN1	9606.ENSP00000377148	9606.ENSP00000406209	0	0	0	0	0.055	0.258	0.540	0.240	0.722
AP1G1	AP2S1	9606.ENSP00000377148	9606.ENSP00000470176	0	0	0	0	0.044	0.634	0.540	0.307	0.873
AP1G1	CLINT1	9606.ENSP00000377148	9606.ENSP00000429824	0	0	0	0	0.129	0.625	0.540	0.399	0.897
AP1G1	RABEP1	9606.ENSP00000377148	9606.ENSP00000445408	0	0	0	0	0.060	0.816	0	0.689	0.941
AP1S1	AP5M1	9606.ENSP00000336666	9606.ENSP00000261558	0	0	0	0	0	0.384	0.900	0.358	0.957
AP1S1	AP2S1	9606.ENSP00000336666	9606.ENSP00000470176	0	0	0	0.919	0.189	0	0.900	0.113	0.921
AP2S1	AP5M1	9606.ENSP00000470176	9606.ENSP00000261558	0	0	0	0	0	0.100	0.900	0.200	0.921
AP2S1	BMP2K	9606.ENSP00000470176	9606.ENSP00000334836	0	0	0	0	0.054	0.812	0	0.078	0.822
AP2S1	EPS15	9606.ENSP00000470176	9606.ENSP00000360798	0	0	0	0	0.049	0.821	0.540	0.459	0.952
AP2S1	EPN1	9606.ENSP00000470176	9606.ENSP00000406209	0	0	0	0	0.147	0	0.540	0.384	0.737
AP2S1	RUNDC3A	9606.ENSP00000470176	9606.ENSP00000410862	0	0	0	0	0.068	0.783	0	0	0.789
APBB1	LRP1	9606.ENSP00000477213	9606.ENSP00000243077	0	0	0	0	0.080	0.669	0	0.754	0.918
APC2	MAPRE3	9606.ENSP00000442954	9606.ENSP00000233121	0	0	0	0	0.125	0.314	0	0.735	0.827
APC2	TBL1Y	9606.ENSP00000442954	9606.ENSP00000372499	0	0	0	0	0	0.060	0.900	0	0.901
APOA4	LIPC	9606.ENSP00000350425	9606.ENSP00000299022	0	0	0	0	0.053	0	0.540	0.571	0.796
APOA4	FGG	9606.ENSP00000350425	9606.ENSP00000336829	0	0	0	0	0.141	0	0	0.768	0.792
APOA4	APOC4	9606.ENSP00000350425	9606.ENSP00000468236	0	0	0	0	0.111	0	0.720	0.583	0.887
APOC4	LIPC	9606.ENSP00000468236	9606.ENSP00000299022	0	0	0	0	0.111	0	0.540	0.458	0.759
AQP1	RHAG	9606.ENSP00000311165	9606.ENSP00000360217	0	0	0	0	0.084	0.800	0	0.622	0.924
ARFRP1	RAB6A	9606.ENSP00000483486	9606.ENSP00000311449	0	0	0	0	0.049	0.238	0.500	0.356	0.735
ARHGDIA	NGFR	9606.ENSP00000463939	9606.ENSP00000172229	0	0	0	0	0	0.602	0.900	0.822	0.992
ARHGDIA	MAG	9606.ENSP00000463939	9606.ENSP00000376048	0	0	0	0	0.058	0	0.500	0.512	0.750
ARHGEF7	NCKIPSD	9606.ENSP00000495631	9606.ENSP00000294129	0	0	0	0	0.060	0.583	0	0.554	0.809
ARHGEF7	PAK2	9606.ENSP00000495631	9606.ENSP00000314067	0	0	0	0	0.074	0.983	0.900	0.488	0.999
ARHGEF7	PAK5	9606.ENSP00000495631	9606.ENSP00000367686	0	0	0	0	0.042	0.113	0.900	0.368	0.939
ARHGEF7	PAK6	9606.ENSP00000495631	9606.ENSP00000453858	0	0	0	0	0	0.113	0.900	0.607	0.962
ARMC8	RANBP9	9606.ENSP00000419413	9606.ENSP00000011619	0	0	0	0	0.110	0.976	0	0.733	0.993
ARMC8	MKLN1	9606.ENSP00000419413	9606.ENSP00000323527	0	0	0	0	0.152	0.708	0	0.726	0.926
ARMC8	RMND5B	9606.ENSP00000419413	9606.ENSP00000420875	0	0	0	0	0	0.731	0.540	0.894	0.985
ARNT2	HIF3A	9606.ENSP00000307479	9606.ENSP00000366898	0	0	0	0.592	0.077	0.464	0	0.957	0.977
ARSB	MMUT	9606.ENSP00000264914	9606.ENSP00000274813	0	0	0	0	0.065	0	0	0.714	0.721
ARSD	MED14	9606.ENSP00000370546	9606.ENSP00000323720	0	0	0	0	0.079	0.511	0	0.389	0.701
ASTN2	FRK	9606.ENSP00000354504	9606.ENSP00000476145	0	0	0	0	0.999	0.097	0	0.057	0.999
ASXL2	DNMT3A	9606.ENSP00000383920	9606.ENSP00000264709	0	0.008	0	0	0.067	0.074	0	0.718	0.735
ASXL2	EZH2	9606.ENSP00000383920	9606.ENSP00000320147	0	0	0	0	0.042	0.185	0.540	0.649	0.857
ASXL2	UCHL5	9606.ENSP00000383920	9606.ENSP00000356421	0	0	0	0	0.085	0.813	0	0.397	0.887
ATAD2	TPX2	9606.ENSP00000287394	9606.ENSP00000300403	0	0	0	0	0.480	0.045	0	0.546	0.755
ATG2B	WIPI1	9606.ENSP00000353010	9606.ENSP00000262139	0	0	0	0	0.048	0.605	0.900	0.928	0.996
ATG2B	MON2	9606.ENSP00000353010	9606.ENSP00000377250	0	0	0	0	0.729	0	0	0	0.729
ATG4A	WIPI1	9606.ENSP00000361306	9606.ENSP00000262139	0	0	0	0	0.208	0.139	0	0.685	0.767
ATG4A	MAP1LC3B	9606.ENSP00000361306	9606.ENSP00000498476	0	0	0	0	0.249	0.633	0.400	0.575	0.920
ATOH1	TCF12	9606.ENSP00000302216	9606.ENSP00000388940	0	0	0	0	0	0.606	0	0.317	0.719
ATOH1	MYO7A	9606.ENSP00000302216	9606.ENSP00000386331	0	0	0	0	0	0	0	0.786	0.786
ATP5F1D	CUL7	9606.ENSP00000215375	9606.ENSP00000438788	0.041	0	0	0	0.578	0.078	0	0.295	0.701
ATP5F1D	MRPL16	9606.ENSP00000215375	9606.ENSP00000300151	0.041	0	0	0	0.531	0.071	0	0.394	0.713
ATP5F1D	ATP6V1D	9606.ENSP00000215375	9606.ENSP00000216442	0	0	0	0	0.063	0	0.900	0.330	0.931
ATP5F1D	CDCA8	9606.ENSP00000215375	9606.ENSP00000362146	0.086	0	0	0	0.591	0.842	0.467	0.348	0.975
ATP6V1D	C9orf16	9606.ENSP00000216442	9606.ENSP00000362085	0	0	0	0	0	0.796	0	0.213	0.832
ATR	BARD1	9606.ENSP00000343741	9606.ENSP00000260947	0	0	0	0	0.088	0.091	0.500	0.416	0.725
ATR	TELO2	9606.ENSP00000343741	9606.ENSP00000262319	0	0	0	0	0.058	0.863	0.900	0.303	0.989
ATR	TP53	9606.ENSP00000343741	9606.ENSP00000269305	0	0	0	0	0	0.838	0.900	0.781	0.996
ATR	WRN	9606.ENSP00000343741	9606.ENSP00000298139	0	0	0	0	0.227	0.796	0.500	0.623	0.966
ATR	CDC25A	9606.ENSP00000343741	9606.ENSP00000303706	0	0	0	0	0	0.179	0.500	0.687	0.860
ATR	PPP2R2A	9606.ENSP00000343741	9606.ENSP00000325074	0	0	0	0	0.081	0.840	0	0.100	0.856
ATR	SMC5	9606.ENSP00000343741	9606.ENSP00000354957	0	0	0	0	0.227	0.130	0	0.625	0.726
ATR	ERCC2	9606.ENSP00000343741	9606.ENSP00000375809	0	0	0	0	0.093	0.071	0.500	0.521	0.771
ATR	BRCA2	9606.ENSP00000343741	9606.ENSP00000369497	0	0	0	0	0.105	0	0.500	0.654	0.831
ATR	PPP2R2B	9606.ENSP00000343741	9606.ENSP00000377936	0	0	0	0	0.074	0.840	0	0	0.845
ATR	RECQL4	9606.ENSP00000343741	9606.ENSP00000482313	0	0	0	0	0.113	0.765	0	0.532	0.894
ATR	RBBP8	9606.ENSP00000343741	9606.ENSP00000382628	0	0	0	0	0.072	0.088	0.500	0.790	0.899
ATR	BLM	9606.ENSP00000343741	9606.ENSP00000347232	0	0	0	0	0.141	0.826	0.500	0.558	0.962
ATR	RAD1	9606.ENSP00000343741	9606.ENSP00000371469	0	0	0	0	0.049	0.475	0.900	0.499	0.971
ATXN2L	DCP1A	9606.ENSP00000378917	9606.ENSP00000476386	0	0	0	0	0.076	0.257	0	0.629	0.723
ATXN2L	LSM12	9606.ENSP00000378917	9606.ENSP00000466718	0	0	0	0	0.085	0.972	0	0.508	0.986
AVPR1B	GNA12	9606.ENSP00000356094	9606.ENSP00000275364	0	0	0	0	0	0.125	0.900	0.093	0.913
AVPR1B	POMC	9606.ENSP00000356094	9606.ENSP00000384092	0	0	0	0	0.106	0.094	0	0.790	0.815
AVPR1B	AVPR2	9606.ENSP00000356094	9606.ENSP00000496396	0	0	0.073	0.885	0.072	0	0.900	0.383	0.939
AVPR2	GNA12	9606.ENSP00000496396	9606.ENSP00000275364	0	0	0	0	0	0.125	0.650	0.272	0.757
AVPR2	RENBP	9606.ENSP00000496396	9606.ENSP00000377303	0	0	0	0	0.107	0.049	0	0.824	0.837
AZGP1	HP	9606.ENSP00000292401	9606.ENSP00000348170	0	0	0	0	0.220	0	0	0.732	0.782
AZGP1	KLK3	9606.ENSP00000292401	9606.ENSP00000314151	0	0	0	0	0.059	0.303	0	0.766	0.833
AZI2	TBKBP1	9606.ENSP00000419371	9606.ENSP00000354777	0	0	0	0.591	0	0.292	0.800	0.595	0.937
B3GALT5	B4GALT4	9606.ENSP00000381699	9606.ENSP00000420161	0	0	0	0	0.087	0	0.900	0.545	0.954
B3GALT5	FUT2	9606.ENSP00000381699	9606.ENSP00000387498	0	0	0	0	0.093	0	0.900	0.582	0.958
B3GNT3	FUT6	9606.ENSP00000321874	9606.ENSP00000286955	0	0	0	0	0.108	0	0.900	0.447	0.946
B3GNT3	FUT2	9606.ENSP00000321874	9606.ENSP00000387498	0	0	0	0	0.096	0	0.900	0.491	0.950
B3GNT3	B4GALT4	9606.ENSP00000321874	9606.ENSP00000420161	0	0	0	0	0.069	0	0.900	0.529	0.952
B4GALT4	FUT6	9606.ENSP00000420161	9606.ENSP00000286955	0	0	0	0	0	0	0.900	0.247	0.921
B4GALT4	FUT2	9606.ENSP00000420161	9606.ENSP00000387498	0	0	0	0	0.042	0	0.900	0.240	0.920
BAAT	GAD2	9606.ENSP00000259407	9606.ENSP00000365437	0	0	0	0	0.079	0	0.900	0	0.904
BAAT	SLC27A5	9606.ENSP00000259407	9606.ENSP00000263093	0	0	0	0	0.303	0	0.900	0.839	0.987
BAG5	TP53	9606.ENSP00000338814	9606.ENSP00000269305	0	0	0	0	0	0.454	0	0.480	0.703
BAG5	HSPH1	9606.ENSP00000338814	9606.ENSP00000487365	0	0	0	0	0.111	0.376	0.400	0.303	0.737
BAG5	RAB29	9606.ENSP00000338814	9606.ENSP00000356107	0	0	0	0	0.049	0.292	0	0.851	0.890
BAIAP3	IPO13	9606.ENSP00000324510	9606.ENSP00000361418	0	0	0	0	0	0	0	0.813	0.813
BARD1	BLM	9606.ENSP00000260947	9606.ENSP00000347232	0	0	0	0	0.187	0	0.500	0.363	0.718
BARD1	WRN	9606.ENSP00000260947	9606.ENSP00000298139	0	0	0	0	0.075	0.292	0.500	0.530	0.825
BARD1	BUB1B	9606.ENSP00000260947	9606.ENSP00000287598	0	0	0	0	0.212	0.115	0.720	0.269	0.838
BARD1	XRCC2	9606.ENSP00000260947	9606.ENSP00000352271	0	0	0	0	0.091	0	0.500	0.774	0.888
BARD1	PHC1	9606.ENSP00000260947	9606.ENSP00000437659	0	0	0	0	0.068	0.062	0.900	0	0.905
BARD1	H2AC15	9606.ENSP00000260947	9606.ENSP00000482431	0	0	0	0	0	0.903	0	0.072	0.906
BARD1	CUL7	9606.ENSP00000260947	9606.ENSP00000438788	0	0	0	0	0	0.067	0.900	0.132	0.911
BARD1	UBB	9606.ENSP00000260947	9606.ENSP00000478771	0	0	0	0	0	0.906	0.500	0.093	0.954
BARD1	TP53	9606.ENSP00000260947	9606.ENSP00000269305	0	0	0	0	0	0.745	0.500	0.875	0.982
BARD1	RBBP8	9606.ENSP00000260947	9606.ENSP00000382628	0	0	0	0	0.098	0.994	0.700	0.917	0.999
BARD1	BRCA2	9606.ENSP00000260947	9606.ENSP00000369497	0	0	0	0	0.188	0.793	0.720	0.995	0.999
BCL2L13	CERS2	9606.ENSP00000480836	9606.ENSP00000271688	0	0	0	0	0.060	0	0	0.701	0.706
BCL2L13	FKBP8	9606.ENSP00000480836	9606.ENSP00000471700	0	0	0	0	0.048	0.091	0	0.808	0.819
BCL6	TP53	9606.ENSP00000384371	9606.ENSP00000269305	0	0	0	0	0.057	0.295	0.750	0.776	0.957
BCL6	CXCL13	9606.ENSP00000384371	9606.ENSP00000286758	0	0	0	0	0.084	0	0	0.700	0.714
BCL6	EZH2	9606.ENSP00000384371	9606.ENSP00000320147	0	0	0	0	0.067	0.331	0	0.698	0.795
BCL6	FOXO3	9606.ENSP00000384371	9606.ENSP00000339527	0	0	0	0	0.083	0.096	0.500	0.406	0.721
BCL6	CR2	9606.ENSP00000384371	9606.ENSP00000356024	0	0	0	0	0	0.057	0	0.722	0.726
BCL6	NCOR2	9606.ENSP00000384371	9606.ENSP00000384018	0	0	0	0	0	0.989	0	0.991	0.999
BCL6	NEB	9606.ENSP00000384371	9606.ENSP00000484342	0	0	0	0	0.042	0.797	0	0	0.797
BCL7A	CALD1	9606.ENSP00000445868	9606.ENSP00000354826	0	0	0	0	0	0.124	0	0.689	0.715
BFSP2	EPHB2	9606.ENSP00000304987	9606.ENSP00000383053	0	0	0	0	0.051	0.097	0	0.710	0.729
BFSP2	HSF4	9606.ENSP00000304987	9606.ENSP00000430947	0	0	0	0	0	0.053	0	0.845	0.847
BFSP2	PITX3	9606.ENSP00000304987	9606.ENSP00000359019	0	0	0	0	0.042	0	0	0.878	0.878
BFSP2	CRYGS	9606.ENSP00000304987	9606.ENSP00000376287	0	0	0	0	0	0	0	0.925	0.925
BLM	TP53	9606.ENSP00000347232	9606.ENSP00000269305	0	0	0	0	0.059	0.844	0.400	0.324	0.932
BLM	WRN	9606.ENSP00000347232	9606.ENSP00000298139	0	0	0.160	0.584	0.126	0.292	0.500	0.358	0.802
BLM	MSH5	9606.ENSP00000347232	9606.ENSP00000364855	0.047	0	0	0	0.083	0.169	0.500	0.344	0.718
BLM	SMC5	9606.ENSP00000347232	9606.ENSP00000354957	0.046	0	0	0	0.113	0.328	0	0.568	0.721
BLM	MLH3	9606.ENSP00000347232	9606.ENSP00000348020	0.045	0	0	0	0.067	0.293	0.500	0.324	0.748
BLM	RFC3	9606.ENSP00000347232	9606.ENSP00000369411	0	0	0	0	0.372	0.159	0.500	0.161	0.748
BLM	RAD1	9606.ENSP00000347232	9606.ENSP00000371469	0	0	0	0	0.118	0.294	0.500	0.315	0.758
BLM	XRCC2	9606.ENSP00000347232	9606.ENSP00000352271	0	0	0	0	0.170	0.292	0.500	0.367	0.789
BLM	RBBP8	9606.ENSP00000347232	9606.ENSP00000382628	0	0	0	0	0.181	0.071	0.500	0.702	0.871
BLM	BRCA2	9606.ENSP00000347232	9606.ENSP00000369497	0	0	0	0	0.342	0	0.800	0.551	0.935
BLM	TOP3B	9606.ENSP00000347232	9606.ENSP00000381773	0.052	0	0	0	0.093	0.515	0.800	0.448	0.945
BMP10	MYH7	9606.ENSP00000295379	9606.ENSP00000347507	0	0	0	0	0.060	0	0	0.768	0.773
BMP10	GDF2	9606.ENSP00000295379	9606.ENSP00000463051	0	0	0	0.886	0.183	0	0.700	0.465	0.857
BMP10	ENG	9606.ENSP00000295379	9606.ENSP00000362299	0	0	0	0	0	0	0	0.977	0.977
BMP2K	CLINT1	9606.ENSP00000334836	9606.ENSP00000429824	0	0	0	0	0.049	0.726	0	0.057	0.732
BMP5	CHRD	9606.ENSP00000359866	9606.ENSP00000204604	0	0	0	0	0	0.179	0.900	0.776	0.980
BMP5	GREM2	9606.ENSP00000359866	9606.ENSP00000318650	0	0	0	0	0.043	0.069	0.650	0.605	0.860
BMP7	CHRD	9606.ENSP00000379204	9606.ENSP00000204604	0	0	0	0	0.067	0.179	0.900	0.900	0.991
BMP7	SMAD6	9606.ENSP00000379204	9606.ENSP00000288840	0	0	0	0	0.067	0.095	0	0.731	0.753
BMP7	GREM2	9606.ENSP00000379204	9606.ENSP00000318650	0	0	0	0	0	0.069	0.650	0.779	0.921
BMP7	ENG	9606.ENSP00000379204	9606.ENSP00000362299	0	0	0	0	0	0.292	0	0.771	0.830
BRCA2	RAD51AP1	9606.ENSP00000369497	9606.ENSP00000228843	0	0	0	0	0.274	0	0.500	0.480	0.794
BRCA2	XRCC1	9606.ENSP00000369497	9606.ENSP00000262887	0	0	0	0	0	0	0.360	0.741	0.827
BRCA2	TP53	9606.ENSP00000369497	9606.ENSP00000269305	0	0	0	0	0.066	0.828	0	0.974	0.995
BRCA2	BUB1B	9606.ENSP00000369497	9606.ENSP00000287598	0	0	0	0	0.274	0.625	0.720	0.467	0.953
BRCA2	WRN	9606.ENSP00000369497	9606.ENSP00000298139	0	0	0	0	0.142	0	0.500	0.761	0.888
BRCA2	KNL1	9606.ENSP00000369497	9606.ENSP00000335463	0	0	0	0	0.337	0.506	0	0.272	0.741
BRCA2	MLH3	9606.ENSP00000369497	9606.ENSP00000348020	0	0	0	0	0	0	0.540	0.548	0.783
BRCA2	XRCC2	9606.ENSP00000369497	9606.ENSP00000352271	0	0	0	0	0.123	0.098	0.500	0.960	0.982
BRCA2	MSH5	9606.ENSP00000369497	9606.ENSP00000364855	0	0	0	0	0.126	0	0.500	0.410	0.720
BRCA2	RFC3	9606.ENSP00000369497	9606.ENSP00000369411	0	0	0	0	0.313	0	0.500	0.260	0.723
BRCA2	CUL7	9606.ENSP00000369497	9606.ENSP00000438788	0	0	0	0	0	0	0.720	0.063	0.726
BRCA2	PHC1	9606.ENSP00000369497	9606.ENSP00000437659	0	0	0	0	0.049	0	0.720	0.082	0.734
BRCA2	FSBP	9606.ENSP00000369497	9606.ENSP00000483397	0	0	0	0	0.086	0.073	0	0.824	0.838
BRCA2	RBBP8	9606.ENSP00000369497	9606.ENSP00000382628	0	0	0	0	0.158	0.094	0.500	0.961	0.983
BRCA2	EMSY	9606.ENSP00000369497	9606.ENSP00000433205	0	0	0	0	0.056	0.292	0	0.996	0.997
BRF1	POLR3B	9606.ENSP00000448387	9606.ENSP00000228347	0	0	0	0	0.098	0.923	0.500	0.345	0.974
BRF1	GTF2E1	9606.ENSP00000448387	9606.ENSP00000283875	0	0	0	0	0.129	0	0.540	0.335	0.710
BRF1	POLR2K	9606.ENSP00000448387	9606.ENSP00000342889	0	0	0	0	0	0.846	0.500	0.270	0.939
BUB1B	PPP2R5B	9606.ENSP00000287598	9606.ENSP00000164133	0	0	0	0	0	0.501	0.500	0.303	0.811
BUB1B	ZW10	9606.ENSP00000287598	9606.ENSP00000200135	0	0	0	0	0.105	0.234	0.500	0.816	0.928
BUB1B	RAD51AP1	9606.ENSP00000287598	9606.ENSP00000228843	0	0	0	0	0.651	0	0	0.304	0.747
BUB1B	NUP107	9606.ENSP00000287598	9606.ENSP00000229179	0	0	0	0	0.202	0	0.500	0.332	0.710
BUB1B	FBXO5	9606.ENSP00000287598	9606.ENSP00000229758	0	0	0	0	0.492	0	0	0.507	0.739
BUB1B	KIF23	9606.ENSP00000287598	9606.ENSP00000260363	0	0	0	0	0.851	0.068	0	0.515	0.926
